id,LabelText,X,Y,Font,FontSize,Fill,SS_Table
1,5S,86.419,438.992,MyriadPro-Regular,21,#8EC642,DROME_LSU
2,VI,470.475,472.432,MyriadPro-Regular,21,#0EA44A,DROME_LSU
3,V,531.084,177.706,MyriadPro-Regular,21,#F29AC1,DROME_LSU
4,IV,336.815,123.715,MyriadPro-Regular,21,#E9E617,DROME_LSU
5,III,158.099,201.459,MyriadPro-Regular,21,#CC9BC6,DROME_LSU
6,II,134.131,567.815,MyriadPro-Regular,21,#5BA0D7,DROME_LSU
7,I,391.562,704.617,MyriadPro-Regular,21,#A097CA,DROME_LSU
8,0,341.475,340.963,MyriadPro-Regular,21,#FDC696,DROME_LSU
9,2S,532.637,577.83,MyriadPro-Regular,21,#B37744,DROME_LSU
10,5.8S,471.354,513.348,MyriadPro-Regular,21,#B37744,DROME_LSU
11,1,95.496,497.619,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
12,2,82.15,457.709,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
13,3,55.516,427.264,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
14,4,131.673,474.194,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
15,5,101.961,485.14,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
16,46,256.624,370.651,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
17,42,87.582,323.525,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
18,43,27.704,264.618,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
19,44,101.961,249.554,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
20,2,374.648,459.282,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
21,4,416.696,581.214,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
22,5,476.242,572.342,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
23,6,445.139,559.424,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
24,7,486.535,552.219,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
25,8,488.945,573.278,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
26,9,496.847,581.664,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
27,10,522.521,617.194,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
28,11,511.07,642.276,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
29,12,449.824,674.928,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
30,13,434.685,624.212,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
31,14,406.291,636.256,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
32,15,536.981,680.242,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
33,16,399.765,672.549,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
34,19,497.514,677.587,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
35,20,501.275,727.561,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
36,21,369.568,671.879,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
37,22,401.745,619.223,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
38,23,348.423,575.965,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
39,24,346.586,559.424,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
40,25,335.17,391.523,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
41,26,292.051,372.46,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
42,27,279.411,654.854,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
43,28,312.805,666.074,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
44,29,314.984,720.651,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
45,32,246.749,456.547,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
46,33,242.918,503.206,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
47,34,253.197,591.218,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
48,35,216.252,546.082,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
49,35a,225.737,503.573,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
50,36,240.898,408.918,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
51,37,226.143,470.621,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
52,38a,158.099,588.368,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
53,39,149.788,442.691,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
54,40,161.982,406.15,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
55,41,148.971,378.79,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
56,45,222.767,392.401,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
57,47,272.694,361.701,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
58,48,278.54,321.239,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
59,49,235.869,317.458,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
60,60,284.42,307.688,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
61,51,215.175,272.098,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
62,50,181.927,324.662,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
63,52,181.832,310.018,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
64,53,161.982,238.987,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
65,54,215.832,262.035,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
66,56,239.772,149.799,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
67,57,182.388,171.59,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
68,58,160.012,110.592,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
69,59,233.697,110.592,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
70,61,297.215,313.199,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
71,62,269.318,285.622,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
72,63,271.876,238.023,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
73,64,313.726,266.293,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
74,65,306.368,230.284,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
75,66,314.057,211.653,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
76,67,344.977,234.199,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
77,68,371.546,194.819,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
78,69,385.809,215.344,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
79,71,344.977,315.448,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
80,72,354.957,348.336,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
81,73,377.103,338.377,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
82,74,403.992,254.118,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
83,75,404.617,198.32,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
84,76,403.992,138.863,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
85,77,432.897,94.967,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
86,78,433.338,75.685,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
87,79,447.144,149.366,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
88,80,434.051,202.916,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
89,81,457.086,188.844,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
90,82,471.624,229.74,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
91,83,508.226,212.655,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
92,84,510.652,162.046,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
93,85,524.477,181.015,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
94,86,528.084,242.118,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
95,87,502.07,259.321,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
96,88,442.639,264.772,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
97,89,493.109,295.876,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
98,90,472.701,339.263,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
99,91,512.559,349.332,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
100,92,473.568,383.287,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
101,93,419.084,377.084,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
102,94,398.648,390.192,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
103,95,436.405,380.056,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
104,96,511.387,390.635,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
105,97,445.909,468.29,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
106,98ES39,502.391,423.244,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
107,99,422.204,444.167,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
108,100,430.944,419.772,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
109,101,438.685,488.372,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
110,25a,317,408.034,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
111,55,258.013,212.576,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
112,70,371.254,268.694,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
113,49a,261.849,293.309,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
114,49b,227.213,281.917,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
115,25ES7c,264.741,477.16,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
116,25ES7b,324.772,584.15,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
117,25ES7d,285.81,535.363,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
118,30,274.477,724.561,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
119,31ES9,212.177,663.674,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
120,38,171.201,479.715,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
121,38ES12,135.124,498.993,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
122,52ES19,123.038,245.535,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
123,54ES20c,165.018,228.402,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
124,63ES27,296.666,203.463,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
125,98es39a,543.17,378.54,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
126,98es39b,539.779,523.848,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
127,79ES31,484.775,143.023,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
128,79ES31b,538.771,112.957,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
129,79ES31a,501.751,55.908,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
130,25ES7e,271.076,582.523,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
131,38ES10,208.632,512.206,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
132,45ES15,161.982,355.234,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
133,54ES20a,177.375,201.334,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
134,54ES20b,211.069,192.236,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
135,63ES27a,309.408,72.285,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
136,63ES27b,322.201,137.744,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
137,18ES43,452.177,722.934,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
138,17,413.715,693.873,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
139,101ES41,435.986,536.551,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
140,10ES4,553.971,612.035,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
141,9ES3,509.859,564.067,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
142,30ES9,247.834,744.356,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
143,98,468.932,422.532,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
144,31,256.778,675.59,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
145,25ES7,326.994,413.765,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
146,28ES8,326.185,657.013,MyriadPro-Regular,5.5,#0D72B9,DROME_LSU
147,10,73.207,489.574,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
148,20,57.252,466.344,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
149,100,115.124,481.266,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
150,40,41.995,415.739,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
151,60,76.585,456.481,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
152,80,117.283,453.437,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
153,120,96.005,514.173,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
154,2000,183.282,149.366,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
155,100,446.878,620.342,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
156,20,512.593,616.676,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
157,10,542.052,607.987,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
158,40,525.473,654.854,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
159,60,492.722,657.979,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
160,80,435.347,661.354,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
161,180,434.882,678.544,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
162,200,462.68,693.656,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
163,220,495.68,684.323,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
164,240,496.846,733.656,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
165,260,446.877,716.326,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
166,280,399.513,665.657,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
167,300,350.596,675.24,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
168,320,379.846,626.74,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
169,340,410.596,622.907,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
170,360,399.764,598.075,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
171,380,362.682,560.324,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
172,400,338.098,556.158,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
173,420,374.883,531.007,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
174,120,534.05,721.634,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
175,140,557.701,658.669,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
176,160,564.05,710.968,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
177,440,362.236,417.362,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
178,460,364.64,423.992,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
179,480,356.469,477.694,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
180,500,339.981,534.775,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
181,520,334.86,479.702,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
182,540,329.494,446.341,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
183,560,322.368,489.937,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
184,580,325.336,543.407,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
185,600,323.31,602.226,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
186,820,305.06,660.175,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
187,620,300.119,574.83,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
188,640,301.345,525.106,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
189,660,302.325,474.476,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
190,680,278.222,505.211,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
191,700,283.457,528.466,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
192,720,267.637,575.106,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
193,740,266.348,500.647,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
194,760,313.408,429.988,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
195,780,334.376,399.759,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
196,800,311.828,394.661,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
197,840,341.562,662.715,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
198,860,325.201,715.033,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
199,880,265.258,731.08,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
200,900,225.183,723.824,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
201,920,263.296,703.14,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
202,940,209.238,693.473,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
203,960,210.237,671.349,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
204,980,267.582,679.149,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
205,1020,264.834,492.835,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
206,1040,262.445,569.598,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
207,1060,238.465,546.315,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
208,1080,196.09,534.315,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
209,1220,192.965,580.44,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
210,1260,162.59,567.815,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
211,1280,159.09,523.565,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
212,1300,141.715,507.065,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
213,1320,177.792,471.711,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
214,1340,156.912,463.784,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
215,1360,170.237,423.384,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
216,1380,181.465,400.19,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
217,1400,142.07,370.155,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
218,1540,170.379,364.187,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
219,1580,173.109,333.754,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
220,1560,196.407,381.985,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
221,1600,221.84,381.94,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
222,1640,213.641,346.407,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
223,1660,245.215,362.815,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
224,1680,295.048,377.94,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
225,1700,275.09,352.565,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
226,1720,258.013,336.324,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
227,1740,217.465,319.69,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
228,1760,190.673,316.277,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
229,1780,184.465,299.44,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
230,1800,142.87,296.315,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
231,1860,145.332,260.19,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
232,1880,173.578,266.819,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
233,1900,196.715,248.94,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
234,1920,186.465,220.565,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
235,1940,208.715,208.065,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
236,1960,230.291,204.89,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
237,1980,216.329,166.98,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
238,1620,246.014,391.725,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
239,1420,100.09,330.19,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
240,1440,64.965,281.44,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
241,1460,33.465,256.284,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
242,1480,89.965,251.709,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
243,1500,94.34,290.565,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
244,1520,132.465,311.815,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
245,1240,172.84,639.815,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
246,1100,239.965,509.94,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
247,1120,226.965,481.69,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
248,1160,215.824,486.972,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
249,1180,200.59,483.315,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
250,1200,191.59,513.815,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
251,1140,255.465,437.565,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
252,1000,280.418,439.725,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
253,2980,495.075,86.93,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
254,2960,542.898,72.285,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
255,2940,468.932,80.931,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
256,2920,464.932,128.643,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
257,2900,428.877,154.794,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
258,2880,440.57,128.643,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
259,2860,458.143,64.899,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
260,2840,431.137,100.5,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
261,2820,402.853,152.366,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
262,2800,402.853,221.195,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
263,2780,395.422,291.485,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
264,2760,354.414,367.074,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
265,2740,325.579,365.701,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
266,2720,319.62,321.838,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
267,2700,338.996,259.626,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
268,2680,343.671,299.47,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
269,2660,382.227,282.62,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
270,2640,385.328,235.224,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
271,2620,371.475,213.883,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
272,2600,360.846,148.164,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
273,2580,344.422,208.874,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
274,2560,338.492,221.199,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
275,2540,312.978,193.679,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
276,2520,297.496,235.224,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
277,2500,316.775,275.744,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
278,2480,294.25,253.705,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
279,2460,296.222,191.844,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
280,2440,341.473,161.052,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
281,2420,320.124,146.811,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
282,2400,296.221,156.7,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
283,3000,510.651,106.599,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
284,2020,155.082,136.87,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
285,2040,125.704,114.055,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
286,2060,185.962,115.955,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
287,2080,230.886,131.789,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
288,2100,251.607,162.046,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
289,2120,249.231,219.56,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
290,2140,220.673,255.664,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
291,2160,249.254,285.146,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
292,2180,271.802,293.774,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
293,2200,281.442,328.011,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
294,2220,296.222,300.206,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
295,2260,271.076,251.118,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
296,2240,240.436,282.397,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
297,2280,270.588,171.59,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
298,2300,270.368,102.055,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
299,2320,332.69,76.936,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
300,2340,385.328,76.678,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
301,2360,341.693,100.5,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
302,2380,295.272,97.267,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
303,3020,537.551,120.074,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
304,3040,583.436,151.14,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
305,3060,582.106,210.056,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
306,3080,557.44,158.999,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
307,3100,528.958,142.524,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
308,3120,468.933,161.843,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
309,3140,428.146,221.279,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
310,3160,443.544,204.89,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
311,3180,469.088,217.74,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
312,3200,482.386,171.199,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
313,3220,511.069,176.278,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
314,3240,507.237,204.319,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
315,3260,549.477,228.402,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
316,3280,485.437,255.948,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
317,3300,469.088,252.768,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
318,3320,443.242,252.195,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
319,3340,428.59,253.593,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
320,3360,459.647,282.334,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
321,3380,508.742,285.364,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
322,3400,463.392,308.033,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
323,3420,497.299,349.127,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
324,3440,513.942,373.723,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
325,3460,473.567,375.869,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
326,3480,443.544,349.92,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
327,3500,405.758,360.757,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
328,3520,390.233,366.044,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
329,3540,408.692,389.623,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
330,3560,435.752,355.029,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
331,3580,461.63,392.401,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
332,3600,526.923,392.401,MyriadPro-Regular,3.5,#7F141D,DROME_LSU
